INSTNM,CITY,STABBR,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SAT_AVG,UGDS,COSTT4_A
CEM College-Mayaguez,Mayaguez,PR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,178,12826
University of West Los Angeles,Inglewood,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL
Rabbinical College Ohr Yisroel,Brooklyn,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122,14850
Aveda Institute-Phoenix,Tempe,AZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170,NULL
University of North Texas at Dallas,Dallas,TX,0.4682,370,470,370,470,400,470,899,3419,20020
Dermal Science International Aesthetics and Nail Academy,Reston,VA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,NULL
BridgeValley Community & Technical College,South  Charleston,WV,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1763,12393
Northwest College-Medford,Medford,OR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL
Houston Training Schools-Gessner,Houston,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,151,NULL
Empire Beauty School-Buffalo,Cheektowaga,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,NULL
Paul Mitchell the School-Toledo,Sylvania,OH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,143,NULL
Georgia Military College,Milledgeville,GA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5457,13317
New Horizons Medical Institute-Winder,Winder,GA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,NULL
SAE Institute of Technology-Chicago,Chicago,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,300,NULL
Beau Monde Academy of Cosmetology and Barbering,Portland,OR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115,NULL
Fountain of Youth Academy of Cosmetology,Mars,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,NULL
California College San Diego,San Diego,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,536,31399
West Coast University-Miami,Doral,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1010,32167
National American University-Harold D. Buckingham Graduate School,Rapid City,SD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
All Beauty College,Kingman,AZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41,NULL
Aparicio-Levy Technical College,Tampa,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,173,NULL
The Vocational Nursing Institute Inc,Houston,TX,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL
Hollywood Institute of Beauty Careers-West Palm Beach,West Palm Beach,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,275,NULL
Hollywood Institute of Beauty Careers-Casselberry,Casselberry,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,307,NULL
Empire Beauty School-Cheltenham,Wyncote,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113,NULL
High Tech High Graduate School of Education,San Diego,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Coachella Valley Beauty College-Hemet,Hemet,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,NULL
Coastal Pines Technical College,Waycross,GA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1801,10203
Studio Beauty School,Spokane Valley,WA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105,NULL
Latin Beauty Academy,greenacres,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,175,NULL
Associated Barber College of San Diego,San Diego,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,NULL
ABCO Technology,Inglewood,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,126,NULL
International Sports Sciences Association,Carpinteria,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,379,NULL
University of Texas Health Science Center at Tyler,Tyler,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California Intercontinental University,Irvine,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,130,NULL
Infinity College,Lafayette,LA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,149,NULL
Universal Healthcare Careers College,Los Angeles,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,156,NULL
MKG Beauty & Business,Cranston,RI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115,NULL
New Beginnings Beauty Academy,Pine Bluff,AR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,NULL
Dolce LLC The Academy,Waterbury,CT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42,NULL
American College of the Building Arts,Charleston,SC,0.9643,520,600,520,600,NULL,NULL,1060,94,NULL
River Valley School of Massage,Russellville,AR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL
The Beauty School,Mountain Home,AR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL
Atlantis University,Miami,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,211,18233
Westchester School for Dental Assistant,Elmsford,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,NULL
K & G 5 Star Barber College,League City,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL
Studio Incamminati,Philadelphia,PA,0.7619,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49,33421
Salon Boutique Academy,Addison,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,173,NULL
GA Beauty & Barber School,McAllen,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139,NULL
The Recording Conservatory of Austin,Austin,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,NULL
VH Barber & Styling Academy,Bossier City,LA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,NULL
Bet Medrash Gadol Ateret Torah,Brooklyn,NY,0.8718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,15850
Yeshiva Ohr Yisrael,Brooklyn,NY,0.6667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46,16600
Yeshiva Sholom Shachna,Brooklyn,NY,0.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99,19227
Elmezzi Graduate School of Molecular Medicine,Manhasset,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Professional Academy of Cosmetology,Norristown,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL
Theatre of Arts,Hollywood,CA,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,25951
Westchester College of Nursing & Allied Health,Los Angeles,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL
Treasure Coast Technical College,Vero Beach,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,NULL
American College of Barbering,Louisville,KY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97,NULL
Beth Medrash Meor Yitzchok,Monsey,NY,0.6319,NULL,NULL,NULL,NULL,NULL,NULL,NULL,164,20150
Mingo Extended Learning Center,Delbarton,WV,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
San Ignacio University,Doral,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,17040
ZMS The Academy,Los Angeles,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,125,NULL
Valor Christian College,Canal Winchester,OH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,316,19860
Bethany Global University,Bloomington,MN,0.8758,NULL,NULL,NULL,NULL,NULL,NULL,NULL,322,26478
Bella Academy of Cosmetology,Manitowoc,WI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL
Princess Beauty School,Dearborn Heights,MI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL
HVAC Technical Institute,Chicago,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,157,NULL
United International College,Miramar,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,NULL
San Francisco Film School,San Francisco,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38,NULL
Center for Ultrasound Research & Education,White Plains,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122,NULL
Culinary Tech Center,New York,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,148,NULL
Randolph Technical Center,Elkins,WV,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL
AMG School of Licensed Practical Nursing,Brooklyn,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,166,NULL
Saint Michael College of Allied Health,Washington,DC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,133,22599
Presidio Graduate School,San Francisco,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sandra Academy of Salon Services Inc,New Tazewell,TN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,NULL
Wright Graduate University for the Realization of Human Potential,Elkhorn,WI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California Jazz Conservatory,Berkeley,CA,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47,NULL
California Barber and Beauty College,San Diego,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62,NULL
Laredo CHI Academy Beauty School,Laredo,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL
Florida International Training Institute,Miami,FL,0.8507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,NULL
The Training Domain,Fort Myers,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL
Gould's Academy,Memphis,TN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,163,NULL
Aviation Institute of Maintenance-Freemont,Freemont,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,278,28931
Paul Mitchell the School-Tulsa,Tulsa,OK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,171,NULL
PPG Technical College,Caguas,PR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,134,10546
Wave Leadership College,Virginia Beach,VA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,14552
Academy of Professional Cosmetology,Rogers,AR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL
Empire Beauty School-Northlake,Atlanta,GA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL
Ross Medical Education Center-Huntsville,Huntsville,AL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,134,NULL
Ross Medical Education Center-Knoxville,Knoxville,TN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108,NULL
Jolie Health & Beauty Academy-Cherry Hill,Cherry Hill,NJ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118,NULL
Ross Medical Education Center-Muncie,Muncie,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL
Cortiva Institute-Arlington,Arlington,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105,NULL
Tulsa Welding School-Houston,Houston,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1470,NULL
Pima Medical Institute-El Paso,El Paso,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,575,NULL
Pima Medical Institute-Phoenix,Phoenix,AZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,755,NULL
Kennesaw State University,Kennesaw,GA,0.7522,530,620,520,610,470,570,1144,33439,23703
Davines Professional Academy of Beauty and Business,Lincoln,NE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,NULL
All Beauty College,Lake Havasu City,AZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL
Eastern Suffolk BOCES,Riverhead,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL
Eastern Suffolk BOCES,Oakdale,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37,NULL
Milligan University,Milligan,TN,0.9891,533,630,545,650,463,588,1208,796,44301
Chamberlain University-Nevada,Las Vegas,NV,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,384,39815
Chamberlain University-Michigan,Troy,MI,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,338,NULL
Chamberlain University-New Jersey,North Brunswick,NJ,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,789,35430
Hussian College-Los Angeles,Los Angeles,CA,0.7827,NULL,NULL,NULL,NULL,NULL,NULL,NULL,320,61121
Paul Mitchell the School-Madison,Madison,WI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46,NULL
The University of Tennessee Health Science Center,Memphis,TN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,297,NULL
Unitech Training Academy-New Orleans,New Orleans,LA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96,NULL
Wade Gordon Hairdressing Academy-Lubbock,Lubbock,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL
Protege Academy,Mt. Pleasant,MI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,NULL
Emory University-Oxford College,Oxford,GA,0.1983,660,725,700,790,630,710,1442,981,68470
The Chicago School of Professional Psychology at Xavier University of Louisiana,New Orleans,LA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Southern Regional Technical College,Thomasville,GA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2966,9066
Texas College of Cosmetology-Lubbock,Lubbock,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,NULL
University of Arizona-Sierra Vista,Sierra Vista,AZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,381,NULL
Fortis College-Cuyahoga Falls,Cuyahoga Falls,OH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,586,31432
Sunstate Academy-Jones Technical Institute,Jacksonville,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,320,25114
Texas State Technical College,Waco,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8397,17279
Aveda Institute Portland-Vancouver Campus,Vancouver,WA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103,NULL
Arizona College of Nursing-Las Vegas,Las Vegas,NV,0.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,597,34823
Florida Career College-Pembroke Pines,Pembroke Pines,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,536,32477
Florida Career College-West Palm Beach,West Palm Beach,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,743,NULL
Florida Career College-Hialeah,Hialeah,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,486,NULL
Florida Career College-Lauderdale Lakes,Lauderdale Lakes,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,688,32654
Florida Career College-Tampa,Tampa,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,523,NULL
Florida Career College-Jacksonville,Jacksonville,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,375,NULL
Florida Career College-Boynton Beach,Boynton Beach,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,480,31848
Florida Career College-Margate,Margate,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,591,NULL
Florida Career College-Orlando,Orlando,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,836,NULL
United Education Institute - UEI College - Phoenix,Phoenix,AZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,564,NULL
Florida Career College-Houston,Houston,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,509,NULL
Aveda Institute-Madison,Madison,WI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111,NULL
Husson University,Bangor,ME,0.8458,480,570,480,570,420,520,1053,2642,30150
Tricoci University of Beauty Culture-Elgin,Elgin,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL
Concorde Career College-Southaven,Southaven,MS,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,342,NULL
Universal Technical Institute-Southern California,Long Beach,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1075,NULL
Northwest University-College of Adult and Professional Studies,Kirkland,WA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,630,28624
Celebrity Barber School,Monroe,LA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL
California Institute of Advanced Management,Alhambra,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Academy of Interactive Entertainment,Lafayette,LA,0.8627,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,32277
The Temple Annapolis-A Paul Mitchell Partner School,Annapolis,MD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,211,NULL
Yeshiva Zichron Aryeh,Far Rockaway,NY,0.7143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,NULL
Butte County Regional Occupational Program,Chico,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,NULL
Arclabs,Piedmont,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,518,NULL
Top of the Line Barber College,Charleston,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL
Midfield Institute of Cosmetology,Midfield,AL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL
American Institute of Alternative Medicine,East Brunswick,NJ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,NULL
Felbry College School of Nursing,Columbus,OH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,276,NULL
Regional Center for Border Health,Somerton,AZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL
B-Unique Beauty and Barber Academy,Greenville,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,NULL
Kentucky Horseshoeing School,Richmond,KY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
Tri-State Barber College,Ashland,KY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL
Image Maker Beauty Institute,Hendersonville,TN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47,NULL
Dalton Institute of Esthetics and Cosmetology,Dalton,GA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,NULL
CAAN Academy of Nursing,Matteson,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69,NULL
Martinsburg College,Martinsburg,WV,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1435,NULL
Alhambra Medical University,Alhambra,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,NULL
Central Yeshiva Beth Joseph,Brooklyn,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL
Garden State Science and Technology Institute,Jersey City,NJ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL
Barber Tech Academy,Orangeburg,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59,NULL
Abraham Lincoln University,Glendale,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54,21475
Construction Training Center,Columbia,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,NULL
Med Academy,Hialeah,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,NULL
Huntington University of Health Sciences,Knoxville,TN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,NULL
Sonoran Desert Institute,Tempe,AZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1770,18772
Yeshivas Maharit D'Satmar,Monroe,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114,23674
Natural Images Beauty College,Clute,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63,NULL
Textures Institute of Cosmetology,Indianapolis,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42,NULL
Learning Bridge Career Institute,Houma,LA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47,NULL
PiBerry Institute,Homestead,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL
Ea La Mar's Cosmetology & Barber College,Kansas City,MO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,NULL
Regina Webb Academy,Bowling Green,KY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL
DeHart Technical School,Modesto,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,NULL
Medical Career & Technical College,Richmond,KY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,130,NULL
Center for Neurosomatic Studies,Clearwater,FL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL
Lebanon College of Cosmetology,Lebanon,MO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL
Focus Personal Training Institute,New York,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102,NULL
Hair Academy School of Barbering & Beauty,Newark,DE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL
Fosbre Academy of Hair Design,Olympia,WA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113,NULL
National Personal Training Institute,Winter Park,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,NULL
Mission Beauty Institute,Mission,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL
Elim Bible Institute and College,Lima,NY,0.9077,550,640,550,620,NULL,NULL,1180,102,17826
Beth Medrash of Asbury Park,Lakewood,NJ,0.8857,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,18589
Hope College of Arts and Sciences,Pompano Beach,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,196,NULL
Yeshiva Gedolah Shaarei Shmuel,Lakewood,NJ,0.3286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,14900
Premier Barber Institute,Norristown,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,NULL
International Beauty Education Center,Airway Heights,WA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,NULL
Claremont Lincoln University,Claremont,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Phipps Academy of Barbering,Richton Park,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,NULL
Hoss Lee Academy,Roseville,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL
Indiana Wellness College,Indianapolis,IN,0.8525,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107,NULL
Kenny's Academy of Barbering,Indianapolis,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,158,NULL
Seattle Film Institute,Seattle,WA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,49076
Arkansas Colleges of Health Education,Fort Smith,AR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Burrell College of Osteopathic Medicine,Las Cruces,NM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Glitz School of Cosmetology,Las Cruces,NM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,156,NULL
Indiana Wesleyan University-National & Global,Marion,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6859,27500
Northeast Lakeview College,Universal City,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5424,11339
Paul Mitchell the School-Jessup,Jessup,MD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,123,NULL
John Patrick University of Health and Applied Sciences,South Bend,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,NULL
University of Saint Katherine,San Marcos,CA,0.963,448,545,448,563,NULL,NULL,994,234,41890
Teachers College of San Joaquin,Stockton,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,588,NULL
Totally Cosmo School of Modern Cosmetology,Broken Bow,OK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,NULL
U.S. Truck Driver Training School,Sterling Heights,MI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,202,NULL
South Dade Technical College,Leisure City,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL
Wongu University of Oriental Medicine,Las Vegas,NV,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alabama School of Nail Technology & Cosmetology,Jackson,AL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,NULL
International Diving Institute,North Charleston,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,NULL
Tulsa Technology Center,Tulsa,OK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1262,NULL
Ross Medical Education Center-Elyria,Elyria,OH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109,NULL
Ross Medical Education Center-Lafayette,Lafayette,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL
Ross Medical Education Center-Midland,Midland,MI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36,NULL
Paul Mitchell the School-Clear Lake,Webster,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,137,NULL
Paul Mitchell the School-Nampa,Nampa,ID,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,135,NULL
House of Heavilin Beauty College-Academy of Beauty Professionals,Madison,WI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,NULL
House of Heavilin Beauty College-Academy of Beauty Professionals,Appleton,WI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,NULL
House of Heavilin Beauty College-Academy of Beauty Professionals,Green Bay,WI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL
Kenneth Shuler School of Cosmetology-Goose Creek,Goose Creek,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,175,NULL
Clovis Community College,Fresno,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7284,9598
Boca Beauty Academy-Parkland,Parkland,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114,NULL
American Beauty Academy-West Valley Campus,West Valley City,UT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47,NULL
Caribbean Aviation Training Institute Inc,Carolina,PR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,222,13629
The College of Health Care Professions-McAllen Campus,McAllen,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,376,NULL
Chamberlain University-North Carolina,Charlotte,NC,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,187,NULL
Chamberlain University-California,Rancho Cordova,CA,0.1667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255,NULL
Spartan College of Aeronautics and Technology,Riverside,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,190,NULL
Milan Institute-Bakersfield West,Bakersfield,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69,NULL
